"lesson","concept","skill","objective","before_templates","after_templates","before_dedicated","after_dedicated","before_quick","after_quick","after_reused","recognition","production","reasoning","authored","variants","generators","interaction","input","grading","activation","single_fixed","baseline_library_lessons"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-translate-event-language-into-sets","compute","","5","5","0","0","0","0","5","0","5","0","0","0","0","low","math-text","structured","probability-statistics-probability-models-events-translate-event-language-into-sets","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-translate-event-language-into-sets","compute","probability-statistics-probability-models-events-translate-event-language-into-sets-compute-production","1","1","1","1","0","0","0","0","1","0","0","0","0","low","math-text","structured","probability-statistics-probability-models-events-translate-event-language-into-sets","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-translate-event-language-into-sets","interpret","","2","2","0","0","2","2","2","2","0","0","0","0","0","low","tap","structured","probability-statistics-probability-models-events-translate-event-language-into-sets","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-translate-event-language-into-sets","interpret","probability-statistics-probability-models-events-translate-event-language-into-sets-interpret-recognition","1","1","1","1","1","1","0","1","0","0","0","0","0","low","tap","structured","probability-statistics-probability-models-events-translate-event-language-into-sets","true","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-translate-event-language-into-sets","justify","","3","3","0","0","0","0","3","0","0","3","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-probability-models-events-translate-event-language-into-sets","false","probability-statistics-probability-models-events"
"probability-statistics-probability-models-events","probability-statistics-probability-models-events-translate-event-language-into-sets","justify","probability-statistics-probability-models-events-translate-event-language-into-sets-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-probability-models-events-translate-event-language-into-sets","true","probability-statistics-probability-models-events"
"probability-statistics-regression-interpretation","probability-statistics-regression-interpretation-a-fitted-line-and-a-population-model","compute","","8","8","0","0","0","0","8","0","8","0","0","0","0","low","math-text","structured","probability-statistics-regression-interpretation-a-fitted-line-and-a-population-model","false","probability-statistics-regression-interpretation"
"probability-statistics-regression-interpretation","probability-statistics-regression-interpretation-a-fitted-line-and-a-population-model","compute","probability-statistics-regression-interpretation-a-fitted-line-and-a-population-model-compute-production","1","1","1","1","0","0","0","0","1","0","1","2","0","low","math-text","structured","probability-statistics-regression-interpretation-a-fitted-line-and-a-population-model","false","probability-statistics-regression-interpretation"
"probability-statistics-regression-interpretation","probability-statistics-regression-interpretation-a-fitted-line-and-a-population-model","compute","probability-statistics-regression-interpretation-a-fitted-line-and-a-population-model-compute-recognition","1","1","1","1","1","1","0","1","0","0","0","0","0","low","tap","structured","probability-statistics-regression-interpretation-a-fitted-line-and-a-population-model","true","probability-statistics-regression-interpretation"
"probability-statistics-regression-interpretation","probability-statistics-regression-interpretation-a-fitted-line-and-a-population-model","justify","","2","2","0","0","0","0","2","0","0","2","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-regression-interpretation-a-fitted-line-and-a-population-model","false","probability-statistics-regression-interpretation"
"probability-statistics-regression-interpretation","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope","compute","","5","5","0","0","0","0","5","0","5","0","0","0","0","low","math-text","structured","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope","false","probability-statistics-regression-interpretation"
"probability-statistics-regression-interpretation","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope","compute","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope-compute-production","1","1","1","1","0","0","0","0","1","0","0","0","0","low","math-text","structured","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope","true","probability-statistics-regression-interpretation"
"probability-statistics-regression-interpretation","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope","compute","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope-compute-recognition","1","1","1","1","1","1","0","1","0","0","0","0","0","low","tap","structured","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope","true","probability-statistics-regression-interpretation"
"probability-statistics-regression-interpretation","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope","justify","","4","4","0","0","0","0","4","0","0","4","0","0","0","high","handwriting;math-text;photo","open-reasoning","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope","false","probability-statistics-regression-interpretation"
"probability-statistics-regression-interpretation","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope","justify","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope-justify-reasoning","1","1","1","1","0","0","0","0","0","1","0","0","0","medium","handwriting;math-text;photo","open-reasoning","probability-statistics-regression-interpretation-assumptions-diagnostics-and-the-limits-of-a-slope","true","probability-statistics-regression-interpretation"
"probability-statistics-regression-interpretation","probability-statistics-regression-interpretation-predicting-a-mean-and-predicting-one-new-observation","compute","","9","9","0","0","0","0","9","0","9","0","0","0","0","low","math-text","structured","probability-statistics-regression-interpretation-predicting-a-mean-and-predicting-one-new-observation","false","probability-statistics-regression-interpretation"
